,name,# batches,total eps,func L2,approx err,priv err,priv loss,smooth err,smooth loss,approx time,priv time,smooth time,total runtime,baseline priv err,baseline runtime
16,icagpony,26,0.26,11846351.311700407,4653896.242599951,4800115.69307928,1101835.8062866332,7571414.472693485,5921135.230335749,2.536620855331421,0.001220862070719401,0.1674046648873223,2.7052463822894626,462164924907.62604,0.45943515830569803
17,edlyxy,24,0.24,9048364.214132851,4277859.3523865435,4425734.922933704,1068062.90692481,6928875.938328974,5404192.350109955,2.3985249996185303,0.0011498530705769858,0.15717275937398276,2.5568476120630903,430772623918.80414,0.42350663079155826
18,ovyijna,23,0.23,9216948.628611304,4369610.980320182,4498614.886159864,973022.586830867,7025417.274028517,5479643.957481614,2.1257200241088867,0.001090341144137912,0.148447765244378,2.2752581304974027,423457982306.0104,0.40670079655117464
19,ojfequia,18,0.18,9263480.514627319,5663533.070596764,5759799.190431384,970543.044945477,11718745.133522607,10194361.056880563,1.8728110790252686,0.0009733438491821289,0.18587929672665066,2.0596637196011014,373344627996.3291,0.30628425545162624
20,abgibo,25,0.25,6390906.82153378,4669263.1851004,4838742.349470903,1194950.4903369502,8739501.016873669,7274031.149079613,2.451181173324585,0.001229180230034722,0.17964527342054576,2.6320556269751654,457592836113.35614,0.4454053507910835
21,agivle,26,0.26,6299522.519055704,4853322.36402115,4998069.400619927,1068237.9895540867,7727582.026616727,5998752.797962279,2.3160476684570312,0.0012080007129245333,0.15736191802554664,2.4746175871955023,461766999412.6538,0.4579869773652819
22,ecgojtyt,24,0.24,7273669.873529382,4842966.116015231,4978694.41359781,1088302.611763412,7909592.950509549,6215469.686005846,2.2388038635253906,0.0011474688847859702,0.16062941816118026,2.400580750571357,434558665940.2891,0.4297228521770901
23,evijcey,12,0.12,5609139.844924459,3670047.8845852884,3752602.7433610344,736198.3210198316,8798060.63524293,7878314.212398202,1.5330114364624023,0.0006599823633829753,0.26318269305759007,1.7968541118833754,263889972059.57162,0.20707199308607313
24,itacfl,23,0.23,6666768.144919433,4075994.589113416,4230327.438942962,1069216.2623192465,6663744.771147891,5265712.524099436,2.459672689437866,0.0011212693320380317,0.160051425298055,2.6208453840679593,424070501620.43115,0.40386626455518937
25,ubnankke,26,0.26,6269127.002363757,5091439.726547745,5224755.546247458,1066036.209268541,8907570.88940238,7227464.467364281,2.4942197799682617,0.0012274053361680773,0.16209061940511071,2.657537804709541,452691771244.77277,0.45967176225450296
26,apigcyd,25,0.25,10125358.069754258,4716928.994275702,4859462.498012359,1042368.3721085843,7586165.220196182,5906000.167260094,2.418189525604248,0.001174608866373698,0.1544955571492513,2.573859691619873,439229114727.39636,0.4367380142211915
27,otasfier,27,0.27,7355773.88595109,4535291.383291427,4676475.135392434,1011717.0240668362,8381894.583022629,6867795.280202958,2.2944912910461426,0.0012587838702731661,0.15567870934804282,2.4514287842644586,457391419868.49817,0.4815831979115805
